top_k_indices
"[1252, 1397, 2495, 1985, 909, 1822, 897, 1621, 978, 1299]"
"[1252, 2218, 809, 2495, 329, 616, 666, 714, 341, 1721]"
"[125, 1423, 15, 115, 1995, 2030, 1750, 1255, 624, 652]"
"[352, 916, 1960, 2125, 2158, 682, 1820, 2323, 602, 15]"
"[1425, 676, 653, 493, 2322, 523, 1923, 868, 2316, 1817]"
"[1252, 1426, 1678, 2026, 3, 1753, 1453, 623, 1048, 677]"
"[1454, 737, 2310, 1680, 867, 2182, 2200, 1591, 1449, 1391]"
"[1252, 1571, 503, 386, 1061, 637, 1795, 197, 1702, 757]"
"[1252, 756, 1168, 491, 1167, 212, 1443, 763, 182, 68]"
"[1252, 755, 1169, 491, 1167, 212, 1444, 763, 182, 68]"
"[1252, 2469, 18, 109, 1748, 1970, 1678, 2098, 2101, 623]"
"[125, 1423, 15, 1255, 2030, 1777, 359, 1995, 2121, 115]"
"[1252, 544, 959, 928, 1571, 711, 690, 1238, 909, 1397]"
"[1398, 1986, 129, 2296, 1704, 159, 1482, 979, 1040, 204]"
"[528, 2115, 492, 2456, 1140, 56, 393, 2236, 2281, 1102]"
"[392, 2117, 1599, 1142, 648, 2424, 731, 2195, 2466, 826]"
"[1252, 212, 387, 1703, 1443, 755, 164, 763, 815, 367]"
"[1252, 211, 388, 1705, 1443, 755, 164, 763, 815, 366]"
"[883, 681, 1140, 254, 2456, 97, 492, 319, 2116, 56]"
"[1589, 869, 2484, 1776, 838, 2281, 2411, 2330, 2193, 816]"
"[1589, 869, 2484, 1776, 838, 2281, 2412, 2330, 2193, 816]"
"[1589, 1776, 1974, 2240, 2194, 2467, 733, 772, 2193, 672]"
"[1252, 197, 1793, 503, 1062, 637, 1702, 1703, 1800, 1571]"
"[2259, 316, 61, 174, 394, 344, 447, 1647, 839, 670]"
"[1252, 130, 666, 1800, 29, 1256, 1061, 1525, 1210, 258]"
"[1252, 130, 666, 1800, 29, 1256, 1062, 1525, 1211, 258]"
"[1252, 1703, 68, 1713, 212, 1709, 1041, 815, 503, 1702]"
"[1252, 2061, 2082, 2007, 1198, 545, 2035, 1692, 1131, 1985]"
"[792, 2104, 731, 1900, 2195, 13, 2197, 1933, 789, 2410]"
"[790, 423, 810, 1522, 1535, 4, 292, 1506, 820, 1986]"
"[1262, 587, 2496, 487, 1292, 1259, 825, 500, 741, 198]"
"[586, 488, 1293, 1258, 824, 742, 1613, 1486, 548, 1281]"
"[1724, 358, 33, 1027, 352, 350, 1960, 1220, 2323, 1827]"
"[2313, 646, 520, 1936, 1734, 1981, 82, 1578, 738, 769]"
"[1252, 2427, 3, 1753, 1048, 1970, 1426, 75, 2026, 623]"
"[2428, 2484, 1752, 890, 1049, 1969, 1589, 1427, 76, 729]"
"[2105, 2311, 2108, 1013, 1348, 538, 236, 183, 477, 1812]"
"[1014, 723, 64, 1891, 1172, 188, 716, 1281, 940, 319]"
"[671, 1547, 731, 1561, 1818, 826, 2104, 1900, 1933, 1991]"
"[1898, 2043, 675, 2305, 234, 1076, 1126, 562, 962, 1563]"
"[1891, 188, 284, 716, 319, 940, 64, 1757, 2116, 1021]"
"[2163, 247, 267, 529, 838, 1815, 2363, 2433, 347, 2503]"
"[1252, 1831, 1633, 934, 18, 2306, 1930, 2181, 594, 1369]"
"[1252, 1831, 1633, 934, 18, 2306, 1930, 2181, 595, 1369]"
"[1150, 1408, 264, 358, 425, 1564, 682, 1615, 2086, 1642]"
"[1813, 2108, 6, 2312, 65, 734, 624, 1274, 1746, 1111]"
"[1252, 2328, 187, 1970, 1307, 2151, 1930, 2375, 1426, 3]"
"[2329, 2374, 2134, 514, 1566, 684, 904, 1901, 475, 971]"
"[186, 1969, 2484, 2488, 729, 730, 2373, 1924, 1427, 2330]"
"[621, 186, 1927, 1392, 919, 2281, 1208, 1281, 480, 626]"
"[416, 196, 77, 769, 738, 1766, 600, 483, 758, 1507]"
"[2249, 1043, 689, 155, 1144, 1098, 2251, 863, 1647, 344]"
"[1252, 116, 1145, 120, 1751, 485, 175, 1629, 2046, 1756]"
"[1252, 2479, 2380, 1850, 2254, 1634, 485, 182, 1536, 555]"
"[1252, 197, 1793, 1709, 503, 1127, 1702, 1062, 637, 417]"
"[1252, 1871, 982, 924, 666, 329, 555, 988, 130, 341]"
"[667, 989, 1950, 2102, 678, 257, 129, 566, 1704, 764]"
"[1119, 2243, 2086, 1230, 2105, 1812, 787, 624, 1200, 2311]"
"[2129, 193, 2076, 1435, 620, 2473, 919, 169, 1815, 1963]"
"[1252, 2437, 880, 1847, 625, 503, 127, 818, 545, 1793]"
"[1418, 1400, 1484, 1520, 2332, 218, 1292, 549, 1821, 1612]"
"[1486, 430, 1293, 1543, 103, 548, 634, 1613, 1340, 563]"
"[1820, 2251, 174, 1415, 916, 2440, 670, 922, 2120, 1827]"
"[612, 1339, 785, 406, 981, 157, 1558, 885, 2074, 896]"
"[1340, 1868, 980, 156, 1296, 1560, 898, 286, 563, 30]"
"[1869, 2075, 916, 427, 902, 1820, 933, 152, 236, 1960]"
"[1955, 1080, 1671, 2034, 2081, 2033, 1865, 344, 1966, 119]"
"[682, 916, 1694, 236, 2251, 1540, 152, 1820, 2075, 217]"
"[1841, 2417, 2148, 1844, 1768, 2486, 1491, 2488, 2193, 1567]"
"[682, 236, 152, 217, 1694, 916, 2075, 1150, 2251, 1820]"
"[1252, 191, 1044, 627, 1756, 513, 1867, 625, 175, 1483]"
"[128, 1825, 224, 901, 582, 1354, 584, 322, 718, 2041]"
"[1480, 1219, 2074, 1658, 1484, 2496, 157, 1180, 487, 981]"
"[925, 1956, 1966, 1408, 1647, 1043, 155, 1080, 339, 864]"
"[1348, 54, 1720, 1150, 236, 916, 538, 624, 2108, 1869]"
"[1252, 1338, 1867, 897, 1546, 287, 158, 2040, 1294, 104]"
"[1340, 1868, 898, 286, 1567, 156, 2042, 1296, 103, 430]"
"[1135, 2462, 2213, 2369, 2482, 1835, 1409, 2146, 375, 2434]"
"[1567, 156, 1340, 1868, 1638, 168, 898, 103, 980, 2042]"
"[1354, 1420, 2041, 262, 584, 1825, 224, 1132, 353, 128]"
"[255, 1292, 1878, 1313, 1521, 482, 1729, 1888, 377, 612]"
"[1441, 851, 1416, 74, 1989, 1345, 1004, 233, 313, 1342]"
"[1894, 1662, 505, 832, 454, 399, 1965, 1114, 710, 1020]"
"[1519, 1043, 1530, 2356, 346, 23, 1956, 1200, 977, 2333]"
"[1252, 503, 1062, 197, 1709, 1127, 1702, 1571, 417, 637]"
"[1040, 129, 257, 678, 764, 1986, 820, 665, 1704, 1170]"
"[1252, 215, 280, 2175, 47, 420, 745, 844, 1713, 2451]"
"[1252, 215, 280, 2175, 46, 420, 745, 844, 1713, 2451]"
"[1252, 215, 280, 2175, 46, 420, 745, 844, 1713, 2451]"
"[1252, 215, 280, 2175, 46, 420, 745, 844, 1714, 2452]"
"[1535, 404, 134, 292, 1300, 2170, 111, 4, 249, 1018]"
"[882, 664, 661, 598, 1057, 1532, 659, 1856, 332, 2260]"
"[74, 1030, 2113, 850, 1139, 439, 1287, 1155, 476, 1342]"
"[284, 780, 716, 188, 1757, 1891, 319, 994, 940, 557]"
"[1252, 1678, 2469, 3, 164, 1598, 647, 2320, 1443, 1804]"
"[1086, 937, 596, 665, 2164, 820, 810, 1040, 462, 1018]"
"[1252, 1678, 3, 1048, 1970, 2469, 109, 594, 2181, 1453]"
"[2182, 1454, 737, 1680, 867, 2310, 1449, 1596, 589, 1074]"
"[1252, 736, 677, 953, 1453, 2066, 1598, 2413, 732, 2469]"
"[1749, 2123, 1083, 760, 670, 2311, 2331, 378, 1288, 2406]"
"[940, 1891, 188, 319, 2116, 716, 883, 284, 681, 64]"
"[1901, 170, 971, 1566, 1562, 684, 2134, 475, 1843, 904]"
"[1566, 251, 1637, 1353, 1125, 167, 1489, 1488, 784, 2070]"
"[1415, 538, 1820, 1027, 1749, 1220, 1869, 670, 174, 1150]"
"[358, 125, 1150, 541, 1777, 1177, 1423, 1056, 551, 1255]"
"[1252, 1546, 897, 1419, 1338, 909, 1852, 158, 1294, 2040]"
"[896, 1339, 564, 157, 1639, 676, 1821, 1558, 1612, 981]"
"[1547, 1295, 1561, 1818, 428, 713, 886, 1984, 1191, 2410]"
"[1252, 498, 1448, 440, 1023, 1915, 355, 443, 859, 986]"
"[1252, 498, 1448, 441, 1023, 1915, 354, 443, 859, 983]"
"[1635, 1693, 1018, 1328, 1319, 566, 820, 1632, 134, 665]"
"[1252, 498, 1448, 441, 1023, 1915, 354, 443, 859, 984]"
"[935, 1201, 78, 1988, 1521, 608, 411, 885, 556, 2327]"
"[2324, 882, 1887, 1612, 2219, 1521, 1957, 2345, 1639, 411]"
"[2324, 882, 1887, 1612, 2219, 1521, 1957, 2346, 1639, 411]"
"[2324, 882, 1887, 1612, 2219, 1521, 1957, 2346, 1639, 411]"
"[1157, 1478, 2105, 190, 350, 839, 363, 1992, 611, 2444]"
"[1156, 2104, 189, 2410, 1991, 2277, 2195, 2197, 1359, 797]"
"[1252, 1229, 2185, 1814, 1541, 2060, 1299, 2019, 2196, 2023]"
"[1237, 991, 1191, 975, 1631, 1547, 717, 1455, 993, 686]"
"[1252, 2185, 1814, 1498, 2017, 2188, 2186, 1456, 1229, 1289]"
"[1252, 2185, 1814, 1498, 2017, 2188, 2186, 1456, 1229, 1289]"
"[1252, 1386, 750, 1814, 2185, 96, 281, 402, 575, 2188]"
"[675, 1076, 2043, 562, 234, 1563, 2305, 1719, 1585, 1889]"
"[1252, 677, 180, 158, 1867, 909, 199, 711, 1822, 866]"
"[776, 359, 50, 1147, 1579, 613, 1335, 1095, 49, 2390]"
"[194, 962, 1719, 2261, 289, 1126, 234, 2305, 779, 1585]"
"[286, 1567, 1021, 103, 1202, 1560, 621, 488, 898, 1296]"
"[1030, 588, 1436, 1155, 230, 2400, 1989, 743, 1823, 439]"
"[1252, 1881, 693, 2082, 38, 253, 666, 775, 821, 1744]"
"[1252, 750, 1541, 2185, 1814, 1456, 1493, 2196, 1229, 1385]"
"[1252, 750, 1541, 2185, 1814, 1456, 1493, 2196, 1229, 1386]"
"[1252, 751, 1541, 2185, 1814, 1456, 1493, 2196, 1229, 1386]"
"[1819, 1823, 1989, 811, 662, 230, 1345, 588, 1569, 2113]"
"[64, 633, 1738, 284, 188, 1625, 1014, 716, 1281, 1188]"
"[1252, 99, 576, 955, 2023, 1814, 575, 2010, 1289, 130]"
"[1252, 99, 576, 955, 2023, 1814, 575, 2010, 1289, 130]"
"[1252, 934, 2306, 1256, 927, 1307, 2307, 1913, 2089, 2088]"
"[1252, 2186, 1291, 88, 1498, 938, 1456, 96, 930, 440]"
"[1252, 2186, 1291, 88, 1498, 938, 1456, 93, 930, 441]"
"[1252, 2186, 1291, 88, 1498, 939, 1456, 95, 930, 440]"
"[1252, 2186, 1291, 88, 1498, 938, 1456, 93, 930, 441]"
"[1252, 3, 1930, 1970, 1443, 609, 2181, 533, 182, 1678]"
"[1252, 3, 1930, 1970, 1443, 609, 2181, 533, 182, 1678]"
"[2487, 1160, 2194, 2142, 875, 874, 1972, 16, 2330, 1589]"
"[1252, 380, 1443, 2239, 841, 182, 2176, 2360, 99, 1779]"
"[1252, 2186, 93, 751, 2188, 1291, 281, 2023, 1229, 1882]"
"[1252, 2186, 95, 751, 2188, 1291, 281, 2023, 1229, 1881]"
"[1252, 88, 213, 2181, 2089, 934, 2451, 414, 1764, 2248]"
"[2501, 685, 2148, 347, 220, 940, 633, 994, 1116, 438]"
"[1966, 561, 925, 1333, 1773, 1990, 1186, 1717, 1908, 1983]"
"[1252, 690, 402, 1621, 297, 1660, 1238, 574, 341, 1397]"
"[1252, 690, 402, 1621, 297, 1659, 1238, 574, 341, 1397]"
"[1252, 690, 402, 1621, 297, 1660, 1238, 574, 341, 1397]"
"[1252, 690, 402, 1621, 297, 1659, 1238, 574, 341, 1397]"
"[174, 447, 1869, 344, 264, 1820, 2120, 2251, 670, 1393]"
"[195, 1568, 1878, 1417, 2442, 1521, 223, 785, 935, 2453]"
"[1345, 1823, 1342, 1004, 1416, 588, 518, 476, 2242, 1569]"
"[1869, 933, 427, 1020, 670, 922, 447, 839, 760, 350]"
"[896, 1339, 981, 31, 157, 1512, 450, 868, 1639, 1612]"
"[898, 1340, 980, 30, 1029, 286, 156, 1868, 1399, 1296]"
"[898, 1340, 980, 30, 1029, 286, 156, 1868, 1399, 1296]"
"[1252, 690, 1621, 1238, 1397, 2495, 927, 959, 1209, 29]"
"[2327, 2450, 1649, 1568, 406, 865, 785, 612, 1115, 205]"
"[447, 174, 1415, 344, 1955, 1694, 1820, 933, 1393, 2251]"
"[922, 1983, 1013, 1820, 174, 1095, 1415, 1080, 2251, 2406]"
"[621, 919, 1154, 1815, 48, 1029, 1435, 1567, 97, 1184]"
"[621, 919, 1154, 1815, 48, 1029, 1435, 1567, 97, 1184]"
"[1252, 690, 1621, 1238, 2451, 677, 595, 1397, 1505, 909]"
"[1252, 690, 1621, 1238, 2451, 677, 594, 1397, 1505, 909]"
"[1252, 691, 1621, 1238, 2451, 677, 594, 1397, 1505, 909]"
"[1869, 447, 427, 1820, 1403, 670, 495, 174, 933, 1694]"
"[1252, 690, 1621, 1238, 2452, 677, 594, 1397, 1505, 909]"
"[1810, 1566, 1343, 784, 1488, 251, 1125, 1466, 2329, 1961]"
"[633, 438, 2076, 1624, 2434, 295, 578, 1738, 1945, 2425]"
"[1252, 1732, 2320, 1456, 2059, 1670, 1410, 2008, 51, 973]"
"[2278, 326, 1408, 23, 1403, 1647, 447, 2311, 2259, 264]"
"[1252, 1238, 1621, 1256, 690, 2008, 1307, 583, 1362, 1077]"
"[1018, 610, 1300, 1535, 257, 665, 1968, 2381, 810, 2178]"
"[1252, 1256, 1307, 2306, 934, 498, 714, 938, 609, 1369]"
"[1252, 711, 7, 1238, 690, 1621, 1550, 866, 1744, 1383]"
"[1252, 2044, 479, 67, 243, 1836, 1681, 569, 881, 2246]"
"[1824, 1524, 1539, 1293, 448, 260, 1738, 156, 565, 816]"
"[1292, 450, 157, 31, 1339, 1612, 487, 741, 882, 1484]"
"[357, 519, 173, 907, 1032, 541, 89, 1669, 550, 6]"
"[1252, 1438, 1468, 2008, 1456, 243, 2386, 2437, 1496, 130]"
"[1252, 2469, 1234, 690, 90, 2495, 1238, 959, 55, 1621]"
"[1252, 2469, 1234, 690, 90, 2495, 1238, 959, 55, 1621]"
"[1252, 1501, 1064, 814, 1763, 2307, 2203, 1256, 691, 1621]"
"[2297, 1987, 2200, 910, 437, 1404, 591, 1736, 1280, 855]"
"[2296, 1986, 257, 820, 1402, 1018, 665, 937, 810, 854]"
"[1252, 281, 2248, 859, 2007, 1550, 1278, 1549, 130, 341]"
"[1252, 280, 2247, 859, 2007, 1550, 1278, 1549, 130, 341]"
"[1252, 1397, 909, 1621, 1238, 1546, 897, 2495, 1028, 158]"
"[1398, 159, 1482, 2296, 1986, 979, 644, 665, 1704, 1950]"
"[588, 812, 2242, 1436, 1249, 805, 1765, 1155, 2414, 1989]"
"[621, 492, 654, 536, 586, 742, 620, 768, 1306, 1435]"
"[2142, 2461, 730, 17, 1969, 2146, 1008, 2281, 793, 2502]"
"[425, 264, 964, 173, 1827, 82, 217, 1872, 1027, 309]"
"[1411, 1353, 1843, 150, 1343, 1489, 1701, 1566, 225, 251]"
"[1922, 541, 670, 447, 15, 495, 839, 933, 272, 538]"
"[1007, 1963, 193, 2460, 2130, 2138, 2129, 919, 621, 2174]"
"[2329, 1343, 1901, 1810, 2374, 1811, 2134, 1488, 629, 1566]"
"[1252, 510, 1533, 1048, 1437, 1663, 1678, 748, 2026, 489]"
"[1150, 152, 1540, 724, 1610, 1408, 682, 183, 1777, 236]"
"[1452, 450, 1817, 653, 825, 487, 868, 1558, 1425, 906]"
"[994, 940, 1891, 716, 188, 220, 780, 1202, 1451, 284]"
"[1252, 821, 853, 47, 983, 443, 1756, 643, 961, 441]"
"[1252, 821, 853, 46, 986, 443, 1756, 643, 960, 441]"
"[1252, 821, 853, 46, 985, 443, 1756, 643, 961, 441]"
"[1252, 821, 853, 46, 984, 443, 1756, 643, 961, 441]"
"[2030, 602, 2356, 1196, 394, 15, 624, 1922, 1785, 2331]"
"[2329, 167, 1566, 514, 251, 2134, 684, 904, 1125, 784]"
"[2311, 624, 1936, 82, 1922, 1652, 2276, 447, 839, 964]"
"[1969, 186, 771, 2202, 1924, 1589, 2224, 2484, 2073, 1929]"
"[612, 1878, 608, 2074, 482, 785, 587, 377, 406, 932]"
"[582, 11, 860, 718, 901, 1648, 322, 128, 262, 224]"
"[582, 11, 1648, 860, 901, 128, 262, 322, 1329, 718]"
"[1638, 1539, 685, 30, 1065, 260, 565, 488, 168, 2224]"
"[684, 150, 251, 1637, 225, 167, 1562, 1466, 514, 784]"
"[399, 1718, 1662, 1717, 1356, 725, 1995, 1773, 1990, 561]"
"[1181, 1380, 864, 1743, 758, 884, 895, 22, 651, 2406]"
"[541, 1749, 2123, 2217, 1083, 1394, 1772, 15, 1869, 339]"
"[1252, 1598, 736, 1753, 1231, 1048, 2319, 1426, 1294, 287]"
"[524, 159, 4, 979, 1398, 292, 1640, 1986, 111, 1968]"
"[492, 890, 654, 1752, 1232, 2281, 1049, 2456, 1427, 1296]"
"[737, 1454, 2310, 2286, 1853, 1775, 1591, 828, 2405, 910]"
"[2284, 2467, 2457, 890, 2428, 2484, 1868, 1752, 2236, 2491]"
"[2217, 15, 378, 2331, 2383, 541, 384, 1749, 1111, 2123]"
"[819, 512, 1207, 378, 1515, 2069, 23, 1440, 203, 1749]"
"[15, 2217, 378, 2331, 384, 119, 541, 2406, 339, 2383]"
"[1233, 758, 416, 1226, 769, 483, 34, 1746, 2505, 577]"
"[2288, 1812, 477, 1173, 2313, 173, 1688, 343, 357, 1981]"
"[554, 471, 1558, 896, 1351, 1484, 1339, 2258, 1612, 1690]"
"[1252, 552, 470, 625, 191, 1559, 429, 1036, 897, 1352]"
"[1353, 514, 1637, 1566, 2070, 1153, 167, 251, 784, 1213]"
"[1252, 1044, 2046, 290, 1483, 625, 546, 1148, 1182, 175]"
"[1482, 1096, 665, 129, 1398, 292, 1630, 257, 979, 1986]"
"[1153, 1843, 1125, 251, 1078, 1566, 475, 167, 2070, 1411]"
"[487, 1339, 896, 1292, 1612, 564, 406, 1558, 981, 825]"
"[935, 1292, 1201, 1821, 2219, 2132, 411, 1120, 1729, 1312]"
"[1738, 816, 1611, 260, 277, 1524, 565, 548, 1539, 347]"
"[1252, 1822, 1621, 783, 2495, 1077, 1352, 677, 1852, 1546]"
"[1569, 1345, 1989, 588, 1823, 1342, 351, 1416, 1347, 1387]"
"[1268, 551, 2083, 461, 863, 1095, 2198, 922, 27, 2334]"
"[2251, 606, 1393, 155, 863, 285, 309, 1615, 1440, 1514]"
"[1252, 1294, 1338, 897, 287, 158, 978, 711, 1546, 1867]"
"[2043, 1076, 562, 675, 1889, 1727, 1176, 1222, 1126, 2305]"
"[1296, 1340, 898, 286, 156, 980, 712, 1868, 1399, 168]"
"[1252, 934, 1307, 2306, 279, 748, 1256, 927, 2181, 623]"
"[363, 1723, 2325, 1356, 752, 613, 401, 1540, 1641, 62]"
"[1252, 673, 1174, 279, 1816, 934, 1459, 1190, 1831, 55]"
"[1175, 1460, 1987, 1454, 867, 2182, 910, 848, 1736, 1715]"
"[1252, 2438, 853, 83, 1882, 1527, 79, 32, 1761, 2175]"
"[966, 1535, 1635, 610, 1319, 133, 1630, 360, 118, 950]"
"[1252, 968, 479, 1536, 1634, 1633, 1310, 2306, 1381, 569]"
"[2327, 2450, 1568, 409, 1649, 865, 2012, 885, 406, 1475]"
"[621, 1927, 872, 1021, 1202, 186, 327, 994, 919, 220]"
"[621, 1929, 872, 1021, 1202, 186, 327, 994, 919, 220]"
"[907, 1027, 1220, 550, 1669, 425, 1827, 173, 1013, 2406]"
"[2068, 1938, 725, 2313, 753, 561, 1994, 1717, 505, 1773]"
"[652, 1866, 1742, 1507, 1192, 483, 2241, 33, 668, 2388]"
"[1252, 2008, 1621, 1294, 1670, 1238, 1852, 1338, 973, 287]"
"[1296, 1854, 1340, 286, 898, 1202, 1363, 1399, 192, 448]"
"[1960, 1869, 1965, 1020, 933, 1403, 1759, 922, 427, 1803]"
"[1252, 1238, 897, 1546, 1621, 783, 1077, 1338, 887, 1867]"
"[896, 785, 1339, 885, 1503, 1351, 406, 676, 1821, 981]"
"[1252, 982, 55, 1133, 2495, 1985, 909, 690, 1397, 666]"
"[1252, 982, 55, 1133, 2495, 1985, 909, 691, 1397, 666]"
"[1252, 982, 55, 1133, 2495, 1985, 909, 690, 1397, 666]"
"[1252, 986, 55, 1133, 2495, 1985, 909, 690, 1397, 666]"
"[1252, 986, 55, 1133, 2495, 1985, 909, 690, 1397, 666]"
"[1252, 982, 55, 1131, 2495, 1985, 909, 690, 1397, 666]"
"[1416, 101, 2220, 1989, 811, 1387, 1823, 1004, 1345, 412]"
"[1252, 927, 46, 2181, 68, 503, 2175, 1023, 1713, 1127]"
"[1252, 928, 46, 2181, 68, 503, 2175, 1023, 1713, 1127]"
"[220, 1008, 186, 448, 869, 1363, 634, 994, 1399, 16]"
"[838, 2224, 1311, 685, 1015, 1589, 1725, 2267, 186, 2148]"
"[1701, 684, 1562, 170, 2273, 971, 2430, 1058, 475, 1566]"
"[2068, 725, 401, 1356, 1960, 1866, 2280, 501, 1995, 1956]"
"[1252, 1709, 1062, 1702, 503, 1127, 197, 417, 1993, 759]"
"[1252, 2398, 1439, 400, 1996, 749, 1681, 2053, 2010, 1689]"
"[1252, 1774, 1705, 658, 395, 555, 197, 1571, 974, 1702]"
"[1252, 1713, 1703, 1800, 212, 1607, 503, 1225, 1130, 1570]"
"[1252, 1713, 1703, 1800, 212, 1607, 503, 1225, 1130, 1570]"
"[1252, 1714, 1705, 1800, 211, 1607, 503, 1225, 1130, 1570]"
"[1252, 318, 242, 1290, 745, 2179, 215, 1494, 366, 1714]"
"[1773, 1990, 725, 1995, 401, 1802, 1641, 1718, 561, 2068]"
"[1252, 197, 1793, 1571, 1062, 1795, 637, 503, 1702, 1709]"
"[264, 670, 839, 447, 1020, 174, 350, 933, 1869, 1647]"
"[1252, 1709, 759, 2437, 757, 503, 1462, 1713, 1127, 2186]"
"[1252, 1779, 293, 302, 361, 1085, 1276, 749, 1299, 312]"
"[2349, 1631, 2195, 2424, 731, 671, 26, 2475, 1128, 1379]"
"[1641, 1717, 1802, 50, 1275, 1773, 1990, 725, 561, 1866]"
"[1252, 417, 1702, 503, 1127, 637, 1571, 1709, 197, 631]"
"[418, 1609, 1775, 828, 1736, 1676, 2310, 1082, 72, 1680]"
"[2081, 344, 2259, 316, 1869, 174, 1080, 1393, 933, 264]"
"[1252, 1999, 1494, 1800, 318, 1801, 366, 420, 1714, 2179]"
"[193, 331, 888, 1707, 97, 1007, 2129, 169, 936, 48]"
"[1409, 2473, 2180, 97, 773, 375, 2488, 2147, 1271, 2337]"
"[377, 1925, 2219, 1366, 1878, 1521, 1729, 1520, 1926, 912]"
"[1441, 351, 2051, 1989, 1823, 2106, 1345, 1573, 313, 811]"
"[1965, 2123, 2036, 1020, 1922, 2217, 1869, 760, 2331, 2156]"
